Wavelength (nm),Group1_White_Paper,Group1_Epidote1,Group1_Epidote2,Group1_Epidote3,Group2_Gypsum1,Group2_Gypsum2,Group2_Gypsum3,Group3_Limonite1,Group3_Limonite2,Group3_LImonite3,Group4_Realgar1,Group4_Realgar2,Group4_Realgar3,Group5_Hornblende1,Group5_Hornblende2,Group5_Hornblende3,Group6_Pyrite1,Group6_Pyrite2,Group6_Pyrite3
526,0.651,0.171,0.059,0.184,0.201,0.217,0.193,0.057,0.081,0.042,0.077,0.075,0.071,0.073,0.063,0.04,0.079,0.108,0.103
527,0.65,0.172,0.059,0.185,0.201,0.218,0.193,0.057,0.081,0.042,0.077,0.075,0.071,0.073,0.063,0.041,0.079,0.109,0.103
528,0.649,0.172,0.059,0.185,0.201,0.218,0.193,0.058,0.081,0.042,0.077,0.075,0.071,0.073,0.063,0.041,0.079,0.109,0.103
529,0.648,0.173,0.06,0.186,0.201,0.218,0.193,0.058,0.082,0.043,0.077,0.075,0.072,0.073,0.063,0.041,0.079,0.109,0.103
530,0.646,0.174,0.06,0.186,0.201,0.219,0.194,0.058,0.082,0.043,0.077,0.076,0.072,0.073,0.063,0.041,0.079,0.109,0.103
531,0.645,0.174,0.06,0.187,0.202,0.219,0.194,0.058,0.083,0.043,0.077,0.076,0.072,0.073,0.063,0.041,0.08,0.109,0.103
532,0.644,0.175,0.061,0.188,0.202,0.219,0.194,0.059,0.083,0.043,0.077,0.076,0.073,0.073,0.063,0.04,0.08,0.109,0.104
533,0.643,0.175,0.061,0.188,0.202,0.219,0.194,0.059,0.083,0.043,0.077,0.076,0.073,0.073,0.063,0.04,0.08,0.11,0.104
534,0.642,0.176,0.061,0.189,0.202,0.22,0.194,0.059,0.084,0.044,0.077,0.076,0.073,0.073,0.063,0.04,0.08,0.11,0.104
535,0.641,0.176,0.062,0.189,0.202,0.22,0.195,0.06,0.084,0.044,0.077,0.076,0.073,0.073,0.063,0.04,0.08,0.11,0.104
536,0.64,0.177,0.062,0.19,0.203,0.22,0.195,0.06,0.085,0.044,0.077,0.076,0.074,0.073,0.063,0.04,0.08,0.11,0.104
537,0.64,0.177,0.062,0.19,0.203,0.22,0.195,0.06,0.085,0.045,0.077,0.077,0.074,0.073,0.063,0.041,0.08,0.11,0.104
538,0.639,0.177,0.063,0.191,0.203,0.22,0.195,0.061,0.086,0.045,0.077,0.077,0.074,0.073,0.063,0.041,0.08,0.11,0.105
539,0.638,0.178,0.063,0.191,0.203,0.221,0.195,0.061,0.086,0.045,0.077,0.077,0.075,0.073,0.063,0.041,0.081,0.111,0.105
540,0.637,0.178,0.063,0.191,0.203,0.221,0.195,0.061,0.087,0.046,0.078,0.077,0.075,0.073,0.063,0.041,0.081,0.111,0.105
541,0.636,0.179,0.064,0.192,0.204,0.221,0.196,0.062,0.087,0.046,0.078,0.077,0.075,0.073,0.063,0.041,0.081,0.111,0.105
542,0.635,0.179,0.064,0.192,0.204,0.221,0.196,0.062,0.088,0.047,0.078,0.078,0.076,0.073,0.063,0.041,0.081,0.111,0.105
543,0.635,0.179,0.064,0.193,0.204,0.222,0.196,0.063,0.089,0.047,0.078,0.078,0.076,0.073,0.063,0.041,0.081,0.111,0.105
544,0.634,0.18,0.065,0.193,0.204,0.222,0.196,0.063,0.089,0.047,0.078,0.078,0.077,0.073,0.063,0.041,0.081,0.111,0.106
545,0.634,0.18,0.065,0.194,0.204,0.222,0.196,0.063,0.09,0.048,0.078,0.078,0.077,0.073,0.063,0.041,0.082,0.112,0.106
546,0.633,0.18,0.065,0.194,0.205,0.222,0.197,0.064,0.09,0.048,0.078,0.079,0.077,0.072,0.063,0.041,0.082,0.112,0.106
547,0.632,0.181,0.065,0.194,0.205,0.222,0.197,0.064,0.091,0.048,0.079,0.079,0.078,0.072,0.063,0.041,0.082,0.112,0.106
548,0.632,0.181,0.066,0.194,0.205,0.223,0.197,0.065,0.091,0.049,0.079,0.079,0.078,0.072,0.063,0.041,0.082,0.112,0.106
549,0.631,0.181,0.066,0.195,0.205,0.223,0.197,0.065,0.092,0.049,0.079,0.08,0.079,0.072,0.063,0.041,0.082,0.112,0.106
550,0.631,0.181,0.066,0.195,0.205,0.223,0.197,0.065,0.093,0.05,0.079,0.08,0.079,0.072,0.063,0.041,0.082,0.112,0.107
551,0.63,0.182,0.066,0.195,0.206,0.223,0.197,0.066,0.093,0.05,0.079,0.08,0.08,0.072,0.063,0.041,0.082,0.113,0.107
552,0.63,0.182,0.067,0.196,0.206,0.223,0.198,0.066,0.094,0.051,0.08,0.08,0.08,0.072,0.063,0.041,0.082,0.113,0.107
553,0.629,0.182,0.067,0.196,0.206,0.224,0.198,0.067,0.095,0.051,0.08,0.081,0.081,0.072,0.063,0.041,0.083,0.113,0.107
554,0.629,0.182,0.067,0.196,0.206,0.224,0.198,0.067,0.095,0.052,0.08,0.081,0.081,0.072,0.063,0.041,0.083,0.113,0.107
555,0.628,0.182,0.067,0.196,0.206,0.224,0.198,0.067,0.096,0.052,0.08,0.082,0.082,0.072,0.063,0.041,0.083,0.113,0.108
556,0.628,0.183,0.068,0.196,0.206,0.224,0.198,0.068,0.097,0.052,0.081,0.082,0.083,0.072,0.063,0.041,0.083,0.113,0.108
557,0.627,0.183,0.068,0.197,0.207,0.225,0.198,0.068,0.097,0.053,0.081,0.082,0.083,0.072,0.063,0.041,0.083,0.114,0.108
558,0.627,0.183,0.068,0.197,0.207,0.225,0.199,0.069,0.098,0.053,0.081,0.083,0.084,0.072,0.063,0.041,0.083,0.114,0.108
559,0.626,0.183,0.068,0.197,0.207,0.225,0.199,0.069,0.099,0.054,0.082,0.083,0.084,0.072,0.063,0.041,0.083,0.114,0.108
560,0.626,0.183,0.068,0.197,0.207,0.225,0.199,0.07,0.099,0.054,0.082,0.084,0.085,0.072,0.063,0.041,0.083,0.114,0.108
561,0.625,0.184,0.069,0.198,0.207,0.225,0.199,0.07,0.1,0.055,0.083,0.084,0.086,0.072,0.063,0.041,0.083,0.114,0.109
562,0.625,0.184,0.069,0.198,0.208,0.226,0.199,0.07,0.1,0.055,0.083,0.084,0.086,0.071,0.063,0.041,0.084,0.114,0.109
563,0.624,0.184,0.069,0.198,0.208,0.226,0.199,0.071,0.101,0.055,0.084,0.085,0.087,0.071,0.063,0.041,0.084,0.114,0.109
564,0.624,0.184,0.069,0.198,0.208,0.226,0.2,0.071,0.102,0.056,0.084,0.085,0.088,0.071,0.063,0.041,0.084,0.115,0.109
565,0.623,0.184,0.069,0.198,0.208,0.226,0.2,0.072,0.102,0.056,0.085,0.086,0.089,0.071,0.063,0.041,0.084,0.115,0.109
566,0.623,0.184,0.07,0.199,0.208,0.226,0.2,0.072,0.103,0.056,0.085,0.087,0.089,0.071,0.063,0.041,0.084,0.115,0.109
567,0.622,0.184,0.07,0.199,0.208,0.227,0.2,0.072,0.103,0.057,0.086,0.087,0.09,0.071,0.063,0.041,0.084,0.115,0.109
568,0.622,0.185,0.07,0.199,0.209,0.227,0.2,0.073,0.104,0.057,0.086,0.088,0.091,0.071,0.063,0.041,0.084,0.115,0.11
569,0.622,0.185,0.07,0.199,0.209,0.227,0.2,0.073,0.105,0.057,0.087,0.088,0.092,0.071,0.063,0.041,0.084,0.115,0.11
570,0.621,0.185,0.07,0.2,0.209,0.227,0.201,0.073,0.105,0.058,0.087,0.089,0.093,0.071,0.063,0.041,0.084,0.115,0.11
571,0.621,0.186,0.07,0.2,0.209,0.227,0.201,0.073,0.106,0.058,0.088,0.09,0.093,0.07,0.063,0.041,0.085,0.116,0.11
572,0.62,0.186,0.07,0.2,0.209,0.227,0.201,0.074,0.106,0.058,0.088,0.09,0.094,0.07,0.063,0.041,0.085,0.116,0.11
573,0.62,0.186,0.071,0.2,0.209,0.227,0.201,0.074,0.106,0.059,0.089,0.091,0.095,0.07,0.063,0.041,0.085,0.116,0.11
574,0.619,0.186,0.071,0.2,0.209,0.228,0.201,0.074,0.107,0.059,0.09,0.092,0.096,0.07,0.063,0.041,0.085,0.116,0.11
575,0.619,0.186,0.071,0.2,0.21,0.228,0.201,0.075,0.107,0.059,0.091,0.092,0.097,0.07,0.063,0.041,0.085,0.116,0.11
576,0.618,0.186,0.071,0.2,0.21,0.228,0.201,0.075,0.108,0.059,0.092,0.093,0.098,0.07,0.063,0.041,0.085,0.116,0.111
577,0.618,0.186,0.071,0.2,0.21,0.228,0.201,0.075,0.108,0.06,0.093,0.094,0.099,0.07,0.063,0.041,0.085,0.116,0.111
578,0.617,0.186,0.071,0.201,0.21,0.229,0.202,0.075,0.109,0.06,0.093,0.095,0.1,0.07,0.063,0.041,0.085,0.116,0.111
579,0.617,0.186,0.071,0.201,0.21,0.229,0.202,0.076,0.109,0.06,0.094,0.095,0.101,0.069,0.063,0.041,0.085,0.116,0.111
580,0.617,0.186,0.071,0.201,0.21,0.229,0.202,0.076,0.109,0.06,0.095,0.096,0.102,0.069,0.063,0.041,0.085,0.117,0.111
581,0.616,0.187,0.071,0.202,0.21,0.229,0.202,0.076,0.11,0.06,0.096,0.097,0.103,0.069,0.063,0.041,0.086,0.117,0.111
582,0.616,0.187,0.071,0.202,0.211,0.229,0.202,0.076,0.11,0.06,0.097,0.098,0.104,0.069,0.063,0.041,0.086,0.117,0.111
583,0.616,0.187,0.071,0.202,0.211,0.229,0.202,0.076,0.11,0.061,0.098,0.099,0.105,0.069,0.063,0.041,0.086,0.117,0.111
584,0.616,0.186,0.071,0.201,0.211,0.229,0.202,0.077,0.111,0.061,0.099,0.099,0.107,0.069,0.063,0.04,0.086,0.117,0.112
585,0.616,0.186,0.071,0.201,0.211,0.23,0.202,0.077,0.111,0.061,0.1,0.1,0.108,0.069,0.063,0.04,0.086,0.117,0.112
586,0.616,0.186,0.071,0.201,0.211,0.23,0.203,0.077,0.111,0.061,0.101,0.101,0.109,0.068,0.063,0.04,0.086,0.117,0.112
587,0.616,0.186,0.072,0.202,0.211,0.23,0.203,0.077,0.111,0.061,0.102,0.102,0.11,0.068,0.063,0.04,0.086,0.117,0.112
588,0.616,0.187,0.072,0.202,0.211,0.23,0.203,0.077,0.112,0.061,0.103,0.103,0.111,0.068,0.063,0.04,0.086,0.117,0.112
589,0.616,0.187,0.072,0.202,0.211,0.23,0.203,0.077,0.112,0.061,0.103,0.104,0.112,0.068,0.063,0.04,0.086,0.117,0.112
590,0.617,0.187,0.072,0.203,0.211,0.23,0.203,0.077,0.112,0.061,0.104,0.104,0.113,0.068,0.063,0.04,0.086,0.118,0.112
591,0.617,0.188,0.072,0.203,0.211,0.23,0.203,0.077,0.112,0.061,0.105,0.105,0.114,0.068,0.062,0.04,0.086,0.118,0.112
592,0.618,0.188,0.072,0.203,0.211,0.23,0.203,0.077,0.112,0.061,0.106,0.106,0.115,0.068,0.062,0.04,0.086,0.118,0.112
593,0.619,0.188,0.072,0.203,0.212,0.23,0.203,0.077,0.112,0.061,0.107,0.107,0.116,0.068,0.062,0.04,0.086,0.118,0.112
594,0.62,0.188,0.072,0.203,0.212,0.231,0.204,0.077,0.113,0.061,0.108,0.108,0.117,0.067,0.062,0.04,0.086,0.118,0.112
595,0.621,0.188,0.072,0.203,0.212,0.231,0.204,0.077,0.113,0.061,0.109,0.109,0.118,0.067,0.062,0.04,0.086,0.118,0.112
596,0.622,0.188,0.072,0.203,0.212,0.231,0.204,0.078,0.113,0.061,0.109,0.109,0.119,0.067,0.062,0.04,0.087,0.118,0.112
597,0.623,0.188,0.072,0.203,0.212,0.231,0.204,0.078,0.113,0.061,0.11,0.11,0.12,0.067,0.062,0.04,0.087,0.118,0.112
598,0.624,0.188,0.072,0.203,0.212,0.231,0.204,0.078,0.113,0.061,0.111,0.111,0.121,0.067,0.062,0.04,0.087,0.118,0.113
599,0.626,0.188,0.072,0.204,0.212,0.231,0.204,0.078,0.113,0.061,0.112,0.111,0.122,0.067,0.062,0.04,0.087,0.118,0.112
600,0.627,0.188,0.072,0.204,0.212,0.231,0.204,0.078,0.113,0.061,0.112,0.112,0.123,0.066,0.062,0.04,0.087,0.118,0.112
601,0.629,0.188,0.072,0.204,0.212,0.231,0.204,0.078,0.113,0.061,0.113,0.113,0.124,0.066,0.062,0.04,0.087,0.118,0.113
602,0.631,0.188,0.072,0.204,0.213,0.231,0.204,0.078,0.113,0.061,0.114,0.113,0.124,0.066,0.062,0.04,0.087,0.118,0.113
603,0.633,0.189,0.072,0.204,0.213,0.232,0.204,0.078,0.113,0.061,0.114,0.114,0.125,0.066,0.062,0.04,0.087,0.119,0.113
604,0.635,0.189,0.072,0.204,0.213,0.232,0.204,0.078,0.113,0.061,0.115,0.114,0.126,0.066,0.062,0.04,0.087,0.119,0.113
605,0.637,0.189,0.072,0.204,0.213,0.232,0.204,0.077,0.113,0.061,0.115,0.115,0.127,0.066,0.062,0.04,0.087,0.119,0.113
606,0.639,0.189,0.073,0.205,0.213,0.232,0.204,0.077,0.113,0.061,0.116,0.116,0.127,0.066,0.062,0.04,0.087,0.119,0.113
607,0.641,0.189,0.073,0.205,0.213,0.232,0.205,0.077,0.113,0.061,0.116,0.116,0.128,0.066,0.062,0.04,0.087,0.119,0.113
608,0.643,0.189,0.073,0.205,0.213,0.232,0.205,0.077,0.113,0.061,0.117,0.116,0.128,0.065,0.062,0.04,0.087,0.119,0.113
609,0.645,0.189,0.073,0.205,0.213,0.232,0.205,0.077,0.113,0.061,0.117,0.117,0.129,0.065,0.062,0.04,0.087,0.119,0.113
610,0.647,0.189,0.073,0.205,0.213,0.232,0.205,0.077,0.113,0.061,0.118,0.117,0.13,0.065,0.062,0.04,0.087,0.119,0.113
611,0.649,0.19,0.073,0.205,0.213,0.232,0.205,0.077,0.113,0.061,0.118,0.118,0.13,0.065,0.062,0.04,0.087,0.119,0.113
612,0.652,0.19,0.073,0.206,0.214,0.233,0.205,0.077,0.113,0.061,0.119,0.118,0.131,0.065,0.062,0.04,0.087,0.119,0.113
613,0.654,0.19,0.073,0.206,0.214,0.233,0.205,0.077,0.113,0.061,0.119,0.119,0.131,0.065,0.062,0.04,0.087,0.119,0.113
614,0.656,0.19,0.073,0.206,0.214,0.233,0.205,0.077,0.113,0.061,0.119,0.119,0.132,0.065,0.062,0.04,0.087,0.119,0.113
615,0.658,0.19,0.073,0.206,0.214,0.233,0.206,0.077,0.113,0.061,0.12,0.119,0.132,0.064,0.061,0.039,0.087,0.119,0.113
616,0.66,0.19,0.073,0.206,0.214,0.233,0.206,0.077,0.113,0.061,0.12,0.12,0.132,0.064,0.061,0.039,0.087,0.119,0.113
617,0.662,0.191,0.073,0.207,0.214,0.233,0.206,0.077,0.113,0.061,0.12,0.12,0.133,0.064,0.061,0.039,0.087,0.12,0.113
618,0.664,0.191,0.073,0.207,0.214,0.233,0.206,0.077,0.113,0.061,0.12,0.12,0.133,0.064,0.061,0.039,0.088,0.12,0.114
619,0.666,0.191,0.073,0.207,0.214,0.234,0.206,0.077,0.113,0.061,0.121,0.12,0.134,0.064,0.061,0.039,0.088,0.12,0.114
620,0.668,0.191,0.073,0.207,0.214,0.234,0.206,0.077,0.113,0.061,0.121,0.121,0.134,0.064,0.061,0.039,0.088,0.12,0.114
621,0.67,0.192,0.074,0.208,0.215,0.234,0.206,0.077,0.113,0.061,0.121,0.121,0.134,0.064,0.061,0.039,0.088,0.12,0.114
622,0.672,0.192,0.074,0.208,0.215,0.234,0.206,0.077,0.113,0.061,0.121,0.121,0.134,0.064,0.061,0.039,0.088,0.12,0.114
623,0.674,0.192,0.074,0.208,0.215,0.234,0.206,0.077,0.113,0.061,0.122,0.121,0.135,0.064,0.061,0.039,0.088,0.12,0.114
624,0.675,0.192,0.074,0.208,0.215,0.234,0.206,0.077,0.113,0.061,0.122,0.122,0.135,0.063,0.061,0.039,0.088,0.12,0.114
625,0.677,0.192,0.074,0.208,0.215,0.234,0.207,0.077,0.113,0.061,0.122,0.122,0.135,0.063,0.061,0.039,0.088,0.12,0.114
626,0.678,0.193,0.074,0.209,0.215,0.234,0.207,0.077,0.113,0.061,0.122,0.122,0.135,0.063,0.061,0.039,0.088,0.12,0.114
627,0.68,0.193,0.074,0.209,0.215,0.235,0.207,0.077,0.113,0.061,0.122,0.122,0.136,0.063,0.061,0.039,0.088,0.12,0.114
628,0.681,0.193,0.074,0.209,0.215,0.235,0.207,0.077,0.113,0.061,0.122,0.122,0.136,0.063,0.061,0.039,0.088,0.12,0.114
629,0.683,0.193,0.074,0.21,0.215,0.235,0.207,0.077,0.113,0.061,0.123,0.122,0.136,0.063,0.061,0.039,0.088,0.121,0.114
630,0.684,0.194,0.074,0.21,0.216,0.235,0.207,0.077,0.113,0.061,0.123,0.123,0.136,0.063,0.061,0.039,0.088,0.121,0.115
631,0.685,0.194,0.075,0.21,0.216,0.235,0.207,0.077,0.113,0.061,0.123,0.123,0.137,0.063,0.061,0.039,0.088,0.121,0.115
632,0.687,0.194,0.075,0.21,0.216,0.235,0.207,0.077,0.113,0.061,0.123,0.123,0.137,0.063,0.061,0.039,0.088,0.121,0.115
633,0.688,0.195,0.075,0.211,0.216,0.235,0.207,0.077,0.113,0.061,0.123,0.123,0.137,0.063,0.061,0.039,0.088,0.121,0.115
634,0.689,0.195,0.075,0.211,0.216,0.235,0.207,0.077,0.112,0.061,0.123,0.123,0.137,0.063,0.061,0.039,0.088,0.121,0.115
635,0.69,0.195,0.075,0.212,0.216,0.236,0.208,0.077,0.112,0.061,0.123,0.123,0.137,0.063,0.061,0.039,0.089,0.121,0.115
636,0.691,0.196,0.075,0.212,0.216,0.236,0.208,0.077,0.112,0.061,0.123,0.123,0.137,0.062,0.061,0.039,0.089,0.121,0.115
637,0.692,0.196,0.075,0.212,0.216,0.236,0.208,0.077,0.112,0.061,0.123,0.123,0.137,0.062,0.061,0.039,0.089,0.121,0.115
638,0.693,0.196,0.075,0.213,0.216,0.236,0.208,0.077,0.113,0.061,0.123,0.124,0.137,0.062,0.061,0.039,0.089,0.121,0.115
639,0.694,0.197,0.076,0.213,0.216,0.236,0.208,0.076,0.112,0.061,0.123,0.124,0.138,0.062,0.061,0.039,0.089,0.122,0.115
640,0.695,0.197,0.076,0.213,0.216,0.236,0.208,0.076,0.112,0.061,0.124,0.124,0.138,0.062,0.061,0.039,0.089,0.122,0.115
641,0.696,0.197,0.076,0.214,0.216,0.236,0.208,0.076,0.112,0.061,0.124,0.124,0.138,0.062,0.061,0.039,0.089,0.122,0.116
642,0.697,0.198,0.076,0.214,0.217,0.236,0.208,0.076,0.113,0.061,0.124,0.124,0.138,0.062,0.061,0.039,0.089,0.122,0.116
643,0.698,0.198,0.076,0.214,0.217,0.236,0.208,0.076,0.113,0.061,0.124,0.124,0.138,0.062,0.061,0.039,0.089,0.122,0.116
644,0.698,0.198,0.076,0.215,0.217,0.236,0.208,0.076,0.113,0.061,0.124,0.124,0.138,0.062,0.061,0.039,0.089,0.122,0.116
645,0.699,0.199,0.076,0.215,0.217,0.237,0.208,0.076,0.113,0.061,0.124,0.124,0.138,0.061,0.061,0.039,0.089,0.122,0.116
646,0.7,0.199,0.077,0.215,0.217,0.237,0.208,0.076,0.113,0.061,0.124,0.124,0.138,0.061,0.061,0.039,0.089,0.122,0.116
647,0.701,0.199,0.077,0.216,0.217,0.237,0.208,0.076,0.113,0.061,0.124,0.124,0.138,0.061,0.06,0.039,0.089,0.122,0.116
648,0.701,0.2,0.077,0.216,0.217,0.237,0.208,0.076,0.113,0.061,0.124,0.124,0.138,0.061,0.06,0.039,0.09,0.123,0.116
649,0.702,0.2,0.077,0.217,0.217,0.237,0.209,0.076,0.113,0.061,0.124,0.124,0.138,0.061,0.061,0.039,0.09,0.123,0.117
650,0.703,0.2,0.077,0.217,0.217,0.237,0.209,0.076,0.113,0.061,0.124,0.124,0.139,0.061,0.061,0.039,0.09,0.123,0.117
651,0.703,0.201,0.077,0.217,0.217,0.237,0.209,0.076,0.113,0.061,0.124,0.124,0.139,0.061,0.06,0.039,0.09,0.123,0.117
652,0.704,0.201,0.078,0.218,0.217,0.237,0.209,0.076,0.113,0.061,0.124,0.124,0.139,0.061,0.06,0.039,0.09,0.123,0.117
653,0.705,0.202,0.078,0.218,0.217,0.237,0.209,0.076,0.113,0.061,0.124,0.124,0.139,0.061,0.06,0.039,0.09,0.123,0.117
654,0.705,0.202,0.078,0.219,0.217,0.237,0.209,0.076,0.113,0.061,0.124,0.124,0.139,0.061,0.06,0.038,0.09,0.123,0.117
655,0.706,0.202,0.078,0.219,0.217,0.237,0.209,0.076,0.113,0.061,0.124,0.124,0.139,0.061,0.06,0.038,0.09,0.123,0.117
656,0.707,0.203,0.078,0.22,0.218,0.237,0.209,0.077,0.113,0.061,0.124,0.124,0.139,0.061,0.06,0.038,0.09,0.123,0.117
657,0.707,0.203,0.078,0.22,0.217,0.237,0.209,0.077,0.113,0.061,0.124,0.125,0.139,0.061,0.06,0.038,0.09,0.124,0.117
658,0.708,0.204,0.079,0.22,0.218,0.237,0.209,0.077,0.113,0.061,0.124,0.125,0.139,0.061,0.06,0.038,0.09,0.124,0.118
659,0.708,0.204,0.079,0.221,0.218,0.238,0.209,0.077,0.113,0.061,0.124,0.125,0.139,0.061,0.06,0.038,0.091,0.124,0.118
660,0.709,0.205,0.079,0.221,0.218,0.238,0.209,0.077,0.113,0.061,0.124,0.125,0.139,0.061,0.06,0.038,0.091,0.124,0.118
661,0.709,0.205,0.079,0.222,0.218,0.238,0.209,0.077,0.113,0.061,0.124,0.125,0.139,0.061,0.06,0.038,0.091,0.124,0.118
662,0.709,0.206,0.079,0.222,0.218,0.238,0.209,0.077,0.113,0.061,0.124,0.125,0.139,0.061,0.06,0.038,0.091,0.124,0.118
663,0.71,0.206,0.08,0.223,0.218,0.238,0.209,0.077,0.114,0.061,0.124,0.125,0.139,0.061,0.06,0.038,0.091,0.124,0.118
664,0.71,0.206,0.08,0.223,0.218,0.238,0.209,0.077,0.114,0.061,0.125,0.125,0.139,0.061,0.06,0.038,0.091,0.124,0.118
665,0.711,0.207,0.08,0.224,0.218,0.238,0.209,0.077,0.114,0.061,0.125,0.125,0.139,0.061,0.06,0.038,0.091,0.124,0.118
666,0.711,0.207,0.08,0.224,0.218,0.238,0.21,0.077,0.114,0.061,0.125,0.125,0.139,0.061,0.06,0.038,0.091,0.124,0.119
667,0.712,0.208,0.08,0.224,0.218,0.238,0.21,0.077,0.114,0.062,0.125,0.125,0.139,0.06,0.06,0.038,0.091,0.125,0.119
668,0.712,0.208,0.081,0.225,0.218,0.238,0.21,0.077,0.114,0.062,0.125,0.125,0.139,0.06,0.06,0.038,0.091,0.125,0.119
669,0.712,0.209,0.081,0.225,0.218,0.238,0.21,0.077,0.114,0.062,0.125,0.125,0.139,0.06,0.06,0.038,0.092,0.125,0.119
670,0.713,0.209,0.081,0.226,0.218,0.238,0.21,0.077,0.114,0.062,0.125,0.125,0.139,0.06,0.06,0.038,0.092,0.125,0.119
671,0.713,0.21,0.081,0.226,0.218,0.239,0.21,0.077,0.115,0.062,0.125,0.125,0.139,0.06,0.06,0.038,0.092,0.125,0.119
672,0.713,0.21,0.081,0.227,0.219,0.239,0.21,0.077,0.115,0.062,0.125,0.125,0.139,0.06,0.06,0.038,0.092,0.125,0.119
673,0.714,0.211,0.082,0.227,0.219,0.239,0.21,0.077,0.115,0.062,0.125,0.125,0.139,0.06,0.06,0.038,0.092,0.125,0.119
674,0.714,0.211,0.082,0.228,0.219,0.239,0.21,0.077,0.115,0.062,0.125,0.125,0.14,0.06,0.06,0.038,0.092,0.125,0.12
675,0.714,0.211,0.082,0.228,0.219,0.239,0.21,0.077,0.115,0.062,0.125,0.125,0.139,0.06,0.06,0.038,0.092,0.125,0.12
676,0.714,0.212,0.082,0.229,0.219,0.239,0.21,0.077,0.115,0.062,0.125,0.125,0.139,0.06,0.06,0.038,0.092,0.126,0.12
677,0.715,0.212,0.082,0.229,0.219,0.239,0.21,0.077,0.115,0.062,0.125,0.125,0.139,0.06,0.06,0.038,0.092,0.126,0.12
678,0.715,0.213,0.083,0.23,0.219,0.239,0.21,0.077,0.116,0.062,0.125,0.125,0.139,0.06,0.059,0.038,0.092,0.126,0.12
679,0.715,0.213,0.083,0.23,0.219,0.239,0.21,0.077,0.116,0.062,0.125,0.125,0.14,0.06,0.059,0.038,0.092,0.126,0.12
680,0.715,0.214,0.083,0.231,0.219,0.239,0.211,0.078,0.116,0.062,0.125,0.125,0.14,0.06,0.059,0.038,0.092,0.126,0.12
681,0.715,0.214,0.083,0.231,0.219,0.24,0.211,0.078,0.116,0.063,0.125,0.125,0.14,0.06,0.059,0.038,0.092,0.126,0.12
682,0.716,0.215,0.083,0.232,0.219,0.24,0.211,0.078,0.116,0.063,0.125,0.125,0.14,0.06,0.059,0.038,0.092,0.126,0.12
683,0.716,0.215,0.084,0.232,0.219,0.24,0.211,0.078,0.116,0.063,0.125,0.125,0.14,0.06,0.059,0.038,0.093,0.126,0.12
684,0.716,0.216,0.084,0.232,0.219,0.24,0.211,0.078,0.117,0.063,0.125,0.125,0.14,0.06,0.059,0.038,0.093,0.126,0.121
685,0.716,0.216,0.084,0.233,0.22,0.24,0.211,0.078,0.117,0.063,0.125,0.125,0.14,0.06,0.059,0.038,0.093,0.126,0.121
686,0.716,0.217,0.084,0.233,0.22,0.24,0.211,0.078,0.117,0.063,0.125,0.125,0.14,0.06,0.059,0.038,0.093,0.126,0.121
687,0.716,0.217,0.085,0.234,0.22,0.24,0.211,0.078,0.117,0.063,0.125,0.125,0.14,0.06,0.059,0.038,0.093,0.126,0.121
688,0.717,0.217,0.085,0.234,0.22,0.24,0.211,0.078,0.117,0.063,0.125,0.125,0.14,0.06,0.059,0.038,0.093,0.126,0.121
689,0.717,0.218,0.085,0.235,0.22,0.24,0.211,0.078,0.118,0.063,0.125,0.125,0.14,0.06,0.059,0.038,0.093,0.127,0.121
690,0.717,0.218,0.085,0.235,0.22,0.24,0.211,0.078,0.118,0.064,0.125,0.125,0.14,0.06,0.059,0.038,0.093,0.127,0.121
691,0.717,0.219,0.085,0.235,0.22,0.241,0.212,0.079,0.118,0.064,0.125,0.125,0.14,0.06,0.059,0.038,0.093,0.127,0.121
692,0.717,0.219,0.085,0.236,0.22,0.241,0.212,0.079,0.118,0.064,0.125,0.125,0.14,0.06,0.059,0.038,0.093,0.127,0.121
693,0.717,0.22,0.086,0.236,0.22,0.241,0.212,0.079,0.119,0.064,0.125,0.125,0.14,0.06,0.059,0.038,0.093,0.127,0.121
694,0.717,0.22,0.086,0.237,0.221,0.241,0.212,0.079,0.119,0.064,0.125,0.125,0.14,0.06,0.059,0.038,0.093,0.127,0.121
695,0.717,0.22,0.086,0.237,0.221,0.241,0.212,0.079,0.119,0.064,0.125,0.125,0.14,0.06,0.059,0.038,0.093,0.127,0.121
696,0.717,0.221,0.086,0.238,0.221,0.241,0.212,0.079,0.119,0.064,0.125,0.125,0.14,0.06,0.059,0.038,0.093,0.127,0.121
697,0.717,0.221,0.086,0.238,0.221,0.241,0.212,0.079,0.12,0.064,0.125,0.125,0.14,0.06,0.059,0.038,0.093,0.127,0.122
698,0.717,0.222,0.087,0.238,0.221,0.241,0.212,0.079,0.12,0.065,0.125,0.125,0.14,0.06,0.059,0.038,0.093,0.127,0.122
699,0.717,0.222,0.087,0.239,0.221,0.241,0.212,0.08,0.12,0.065,0.125,0.125,0.14,0.06,0.059,0.037,0.094,0.127,0.122
700,0.717,0.222,0.087,0.239,0.221,0.241,0.212,0.08,0.12,0.065,0.125,0.125,0.14,0.06,0.059,0.037,0.094,0.127,0.122
701,0.717,0.223,0.087,0.239,0.221,0.241,0.212,0.08,0.121,0.065,0.125,0.125,0.14,0.06,0.059,0.037,0.094,0.127,0.122
